,# Columns: time,avg_rss12,var_rss12,avg_rss13,var_rss13,avg_rss23,var_rss23,value
180,45000,35.0,2.94,12.0,3.0,12.25,4.02,1
9,2250,46.0,0.0,18.0,0.0,13.5,1.5,5
188,47000,45.25,0.43,18.25,0.43,15.75,0.43,4
270,67500,35.75,0.43,22.4,1.2,14.2,9.62,6
363,90750,34.0,1.41,11.25,2.86,12.33,2.05,6
95,23750,43.25,2.49,12.25,3.49,14.75,5.93,6
271,67750,29.33,0.47,15.0,2.16,14.25,5.76,3
19,4750,28.25,5.21,15.25,4.02,22.0,1.22,3
366,91500,42.0,0.0,19.33,0.47,16.75,2.77,5
230,57500,35.5,2.18,15.0,2.45,20.33,3.3,6
105,26250,36.0,3.67,21.25,0.43,11.0,1.22,0
179,44750,30.0,0.0,16.5,0.5,28.75,0.43,0
176,44000,30.25,4.44,15.0,3.67,15.0,0.0,6
164,41000,45.0,0.0,12.33,0.47,22.25,0.83,5
222,55500,48.0,0.0,5.67,1.7,6.5,1.66,2
134,33500,42.0,0.0,18.5,0.5,35.25,1.3,1
50,12500,30.0,0.0,21.0,0.0,17.5,1.5,5
316,79000,33.75,1.3,18.33,0.47,20.0,0.82,0
243,60750,46.67,0.47,21.0,0.0,18.0,0.0,5
287,71750,38.5,0.5,23.75,0.43,36.75,0.83,1
117,29250,46.75,0.43,24.5,0.5,36.75,0.83,1
141,35250,43.75,0.43,19.0,0.0,8.67,0.94,5
37,9250,40.75,0.83,24.0,0.0,28.75,0.83,0
290,72500,45.5,0.5,14.75,0.43,18.75,1.48,5
398,99500,39.33,0.47,1.0,0.0,6.67,0.47,2
184,46000,43.5,0.5,17.75,0.43,11.5,0.87,5
279,69750,28.75,5.07,14.25,3.34,16.25,4.44,3
263,65750,37.25,1.79,17.5,3.5,15.0,4.06,6
169,42250,43.5,0.5,15.0,0.0,13.75,1.79,4
24,6000,34.33,5.44,19.0,1.73,14.0,1.22,6
178,44500,32.67,2.49,21.0,0.71,17.33,0.47,0
315,78750,43.75,0.43,19.0,0.0,6.25,0.83,4
274,68500,45.5,0.5,16.67,0.47,20.0,0.82,4
218,54500,27.0,0.0,12.0,0.0,10.0,0.82,2
380,95000,39.5,0.5,11.33,0.47,16.33,0.47,2
343,85750,32.67,2.49,16.0,2.45,16.25,3.03,6
95,23750,45.0,0.0,16.25,0.43,18.75,0.83,4
203,50750,36.0,0.0,15.0,0.0,22.25,0.83,5
337,84250,27.0,0.0,2.67,0.94,4.75,0.83,2
46,11500,35.25,1.3,17.75,6.57,15.75,1.92,6
194,48500,45.33,0.47,18.0,0.0,15.67,0.94,4
383,95750,21.75,7.36,14.75,6.14,16.75,2.59,3
477,119250,35.5,4.33,18.0,0.0,21.33,2.05,3
356,89000,42.0,0.0,17.5,0.5,18.67,1.7,5
15,3750,45.0,0.0,19.0,0.0,8.67,0.47,4
56,14000,44.5,0.5,23.75,0.43,36.0,0.0,1
317,79250,45.0,0.0,15.75,0.83,18.0,0.0,5
384,96000,42.0,0.0,18.5,0.5,20.0,0.71,5
462,115500,44.33,0.47,11.33,0.94,16.25,1.3,4
379,94750,42.5,0.5,13.25,0.43,10.25,1.09,4
194,48500,43.5,0.5,14.75,1.48,32.0,0.0,1
93,23250,29.0,2.92,18.25,2.38,20.75,1.92,3
453,113250,38.25,1.92,16.25,5.36,18.75,2.49,6
389,97250,43.75,0.83,17.4,0.8,20.4,0.49,5
38,9500,42.75,1.92,17.25,5.93,20.25,1.48,6
256,64000,43.5,0.5,15.0,0.0,20.5,0.5,5
187,46750,30.0,0.0,23.0,0.0,15.25,0.83,5
40,10000,21.0,0.71,18.75,1.48,27.25,0.43,0
109,27250,45.0,0.0,17.5,0.5,19.25,0.83,4
169,42250,39.67,0.47,6.75,0.43,12.0,0.0,2
107,26750,48.0,0.0,3.0,0.0,5.67,0.47,2
442,110500,30.25,5.31,16.25,3.63,18.0,1.22,6
203,50750,39.5,0.5,8.0,0.71,12.0,0.0,2
343,85750,33.75,2.49,13.0,3.0,17.5,1.5,1
262,65500,44.67,0.47,12.0,0.0,10.67,0.94,4
430,107500,32.75,0.43,15.5,2.6,16.0,3.74,3
472,118000,37.5,1.5,17.5,7.26,23.0,1.41,6
460,115000,32.75,2.05,18.0,4.64,17.0,4.97,6
240,60000,41.5,3.28,17.25,2.59,17.25,0.83,3
137,34250,42.0,0.0,20.5,0.5,36.0,0.0,1
67,16750,39.5,0.5,6.25,0.43,11.0,1.0,2
192,48000,43.5,0.5,12.0,2.12,24.0,0.0,1
157,39250,46.5,0.5,9.75,1.79,18.5,1.66,4
410,102500,42.75,0.83,18.0,0.0,11.0,0.71,4
135,33750,38.75,1.92,14.0,2.45,17.25,3.56,3
202,50500,20.67,0.47,21.0,0.0,19.0,1.0,0
467,116750,35.5,3.57,18.25,7.69,23.0,1.22,6
396,99000,45.75,0.43,18.25,0.83,18.0,0.0,5
200,50000,45.25,0.43,20.25,0.43,35.25,1.3,1
71,17750,40.25,0.83,24.0,0.0,28.0,1.0,0
428,107000,35.25,1.3,19.67,0.47,18.33,0.47,4
402,100500,33.25,5.76,12.5,5.02,13.0,2.12,1
128,32000,45.33,0.47,8.0,0.0,19.67,1.25,4
245,61250,32.25,6.5,14.67,2.49,22.67,3.68,6
263,65750,38.0,1.0,8.67,0.47,18.0,0.0,5
123,30750,36.75,0.83,8.75,0.43,20.25,0.43,5
407,101750,29.0,0.71,8.0,0.0,5.5,1.12,2
267,66750,48.0,0.0,1.0,0.0,9.5,0.5,2
124,31000,36.5,0.87,12.0,0.0,20.67,2.36,3
385,96250,42.25,0.43,12.0,0.0,11.75,0.43,4
222,55500,39.0,2.24,14.25,1.48,23.67,0.47,6
291,72750,36.75,0.83,21.25,1.48,16.75,5.8,6
332,83000,35.25,1.3,26.75,0.43,34.5,1.5,1
225,56250,35.0,1.41,12.25,1.3,17.33,0.94,3
193,48250,40.67,0.94,16.75,1.3,17.0,1.41,4
1,250,48.0,0.0,9.0,0.0,9.5,0.5,2
415,103750,42.75,0.83,10.75,1.3,24.0,0.0,1
466,116500,45.0,0.0,9.67,0.94,13.0,2.16,5
313,78250,46.5,0.5,20.75,0.43,20.25,0.83,5
122,30500,28.5,0.5,22.0,0.0,17.25,1.48,0
162,40500,39.75,0.83,9.5,0.5,8.75,0.43,2
394,98500,34.25,1.79,20.25,1.92,15.33,5.25,3
112,28000,28.75,1.09,19.75,1.3,20.0,3.24,0
412,103000,36.0,0.0,12.25,0.43,12.25,1.09,4
334,83500,39.25,0.43,15.0,0.0,36.0,0.0,1
141,35250,39.25,0.43,2.0,0.0,16.0,0.71,2
329,82250,24.33,0.47,25.5,0.5,10.33,0.94,0
188,47000,40.5,0.5,16.0,0.0,36.0,0.0,1
16,4000,42.0,0.0,23.75,0.43,36.0,0.0,1
213,53250,45.0,0.0,16.0,0.0,14.75,0.43,4
182,45500,42.0,0.0,21.0,0.0,36.0,0.0,1
179,44750,43.5,0.5,18.5,0.5,7.75,0.43,5
104,26000,45.0,0.0,23.0,1.22,36.0,0.0,1
293,73250,29.25,0.43,13.5,0.87,15.25,0.43,0
464,116000,36.0,2.12,24.0,0.0,30.0,0.0,1
356,89000,45.0,0.0,12.25,0.43,21.0,0.0,5
422,105500,33.75,7.76,20.5,2.6,12.5,6.58,3
208,52000,43.5,0.5,21.0,0.0,9.0,1.0,5
90,22500,28.5,5.41,17.75,2.17,15.5,3.57,3
478,119500,44.75,0.43,17.0,0.71,15.0,1.0,5
161,40250,45.0,0.0,19.0,0.71,21.5,0.5,5
184,46000,41.4,0.8,19.0,0.89,32.75,0.43,1
45,11250,43.0,1.58,9.5,1.12,18.0,5.79,6
24,6000,27.25,0.43,16.25,1.3,16.25,1.09,0
424,106000,42.0,0.0,19.67,0.47,29.75,0.43,1
109,27250,45.0,0.0,19.25,0.43,16.67,0.47,5
129,32250,40.25,1.48,15.5,6.42,29.0,1.22,1
286,71500,38.0,7.87,15.0,2.45,17.5,5.22,3
43,10750,37.0,1.87,16.75,3.56,11.5,2.5,6
91,22750,28.75,3.03,14.25,3.77,19.25,2.28,3
224,56000,44.5,0.5,18.75,0.43,12.0,0.0,4
228,57000,35.25,2.49,19.0,3.0,15.25,3.7,3
320,80000,43.5,0.5,20.0,0.0,16.0,0.71,5
371,92750,39.67,0.47,16.75,1.3,35.33,1.7,1
115,28750,42.33,0.47,18.0,0.0,33.0,0.0,1
411,102750,42.25,0.43,19.5,0.5,9.5,4.5,5
133,33250,39.5,0.5,6.0,0.0,12.0,0.0,2
306,76500,42.0,0.0,21.0,0.0,16.0,1.0,5
248,62000,45.67,0.47,17.5,0.5,20.67,0.47,4
195,48750,45.0,0.0,14.0,3.67,23.75,0.43,5
60,15000,45.25,0.43,16.25,0.43,15.25,1.48,4
217,54250,36.0,2.45,18.0,0.82,19.33,0.47,3
275,68750,31.5,1.12,14.25,1.48,15.0,0.0,0
410,102500,48.0,0.0,11.33,0.94,10.67,0.47,4
385,96250,37.33,1.89,10.67,1.25,16.5,6.18,3
93,23250,38.0,2.45,13.5,2.06,13.5,4.15,3
286,71500,45.5,0.5,2.5,0.5,4.0,1.63,4
450,112500,42.0,0.0,26.5,0.87,31.25,0.83,0
474,118500,41.75,1.79,12.25,1.09,18.0,4.64,6
281,70250,40.0,1.0,12.0,0.0,0.0,0.0,2
475,118750,39.5,0.5,6.75,2.49,12.75,0.83,2
226,56500,45.0,0.0,22.0,1.0,33.75,1.3,1
15,3750,45.0,0.0,14.25,0.43,27.0,0.0,1
385,96250,34.67,3.09,24.0,0.0,13.0,2.83,6
258,64500,46.5,0.5,19.4,0.49,18.0,0.0,5
160,40000,39.5,0.5,1.0,0.0,15.67,0.94,2
392,98000,26.5,0.5,11.75,0.43,8.0,1.22,0
344,86000,27.0,3.32,10.5,2.06,15.25,1.48,3
198,49500,41.75,3.49,16.75,3.56,20.75,2.49,6
295,73750,26.67,0.47,6.0,0.0,3.5,1.5,2
141,35250,39.33,0.47,7.0,2.0,12.0,0.0,2
154,38500,34.33,3.09,13.33,4.19,12.0,1.22,6
27,6750,39.0,0.0,2.5,0.5,16.5,0.5,2
255,63750,30.33,0.47,18.0,0.0,20.33,0.94,0
244,61000,45.0,0.0,24.0,0.0,36.0,0.0,1
52,13000,34.5,2.69,16.33,4.64,16.33,3.86,6
245,61250,45.0,0.0,4.67,2.49,11.75,0.43,4
80,20000,45.5,0.5,18.75,0.43,14.25,0.43,4
198,49500,44.5,0.5,18.67,0.47,12.67,0.94,4
303,75750,42.75,0.83,12.0,0.0,12.75,0.83,4
92,23000,26.25,6.26,13.5,6.34,15.25,1.79,3
353,88250,36.0,0.0,26.33,0.47,34.0,1.41,1
444,111000,46.67,0.47,18.33,0.47,15.75,1.3,4
324,81000,39.0,0.0,17.33,0.94,34.5,1.5,1
412,103000,36.0,0.0,15.25,2.05,26.75,0.43,1
111,27750,45.0,0.0,19.25,0.83,16.25,0.83,5
129,32250,30.75,9.81,12.0,0.0,20.67,4.03,3
342,85500,39.25,0.43,3.0,0.0,17.0,1.0,2
421,105250,40.0,0.0,8.0,0.0,13.0,0.0,2
304,76000,30.0,0.0,15.25,1.79,11.33,2.05,0
202,50500,33.0,0.0,20.0,0.71,17.75,0.43,5
226,56500,44.25,0.43,18.0,0.0,10.0,1.41,4
67,16750,29.0,0.82,20.67,0.94,20.0,1.0,3
100,25000,45.33,0.47,12.0,0.0,20.0,1.0,4
175,43750,45.4,0.49,23.75,0.43,37.8,0.98,1
441,110250,41.5,0.5,17.75,3.49,13.5,3.84,6
22,5500,42.0,0.0,16.75,1.09,9.33,2.36,5
269,67250,34.5,4.97,16.25,7.01,18.67,3.86,6
107,26750,45.0,0.0,18.67,0.47,15.0,0.0,4
149,37250,46.0,0.71,18.0,0.0,18.0,0.0,4
474,118500,37.25,0.83,9.67,1.25,23.75,0.43,1
159,39750,42.0,0.0,18.0,0.0,18.75,0.83,0
376,94000,45.0,0.0,15.0,0.0,19.0,1.0,5
442,110500,45.5,0.5,17.75,2.17,20.25,3.34,5
91,22750,43.0,0.82,16.5,2.06,16.0,2.16,4
357,89250,39.5,0.5,4.5,0.5,17.33,0.47,2
426,106500,39.5,0.5,12.0,0.0,11.0,1.22,2
65,16250,42.5,2.29,16.5,3.35,18.25,5.31,3
94,23500,48.0,0.0,6.0,0.0,5.67,1.25,2
325,81250,27.0,0.0,3.5,0.5,3.0,1.0,2
28,7000,24.0,4.24,19.5,2.87,16.75,4.44,3
430,107500,45.0,0.0,14.5,0.5,20.5,0.5,5
224,56000,44.75,0.43,15.0,0.0,17.75,0.43,4
187,46750,30.0,0.0,20.5,0.5,21.0,0.71,0
9,2250,38.25,1.3,10.5,4.5,14.0,1.0,6
236,59000,30.0,0.0,6.0,1.63,6.67,1.25,0
298,74500,43.67,0.47,16.25,0.43,17.67,0.47,5
23,5750,46.0,0.71,20.75,0.43,13.5,0.5,4
299,74750,44.5,0.5,10.75,0.43,15.5,0.87,4
249,62250,27.25,7.85,20.67,3.4,22.67,1.25,6
281,70250,30.0,0.0,13.5,0.5,11.5,2.29,0
181,45250,41.0,1.0,16.0,0.0,35.25,1.3,1
184,46000,39.5,1.8,16.0,1.0,17.0,1.22,4
78,19500,45.0,0.0,20.25,0.83,21.75,0.83,1
349,87250,41.75,0.43,20.0,0.82,28.67,0.47,1
94,23500,48.0,0.0,0.0,0.0,8.67,0.47,2
450,112500,45.0,0.0,7.75,1.09,21.5,0.5,5
333,83250,45.0,0.0,11.0,1.0,20.5,0.5,5
139,34750,36.5,0.5,11.25,0.83,16.75,1.09,4
426,106500,28.0,5.34,21.25,2.77,12.0,2.94,3
378,94500,33.0,0.0,16.5,1.12,18.75,0.83,0
260,65000,43.0,1.0,16.25,1.3,31.0,0.0,1
260,65000,42.25,4.38,14.5,2.69,10.0,6.2,3
418,104500,39.0,4.24,15.75,2.49,21.75,2.68,6
172,43000,45.0,0.0,17.67,0.47,23.33,0.47,5
89,22250,42.5,0.5,13.5,1.5,11.5,0.5,4
178,44500,41.5,0.5,14.25,0.43,36.0,0.0,1
352,88000,42.0,0.0,11.5,0.87,6.0,0.71,4
467,116750,43.67,0.47,15.25,0.43,15.33,0.47,4
395,98750,34.0,1.41,12.0,0.0,21.0,0.0,0
420,105000,30.0,0.0,18.5,0.87,9.0,0.0,5
1,250,41.5,0.5,20.25,1.48,31.25,1.09,1
204,51000,27.0,0.0,12.25,0.43,12.25,0.43,2
18,4500,40.5,1.12,21.0,0.0,14.25,1.48,4
47,11750,40.75,0.83,21.5,0.5,30.0,0.0,0
120,30000,45.0,0.0,3.5,0.5,20.75,0.43,5
3,750,38.25,0.43,21.25,0.43,26.0,0.71,0
321,80250,21.33,0.47,22.5,0.87,17.67,0.47,0
203,50750,40.5,0.5,12.5,0.87,8.33,0.47,2
120,30000,42.5,0.5,14.5,1.5,15.0,0.0,5
157,39250,45.0,0.0,19.25,0.43,21.5,0.5,5
43,10750,40.5,1.5,17.75,3.11,17.0,2.45,3
458,114500,42.0,0.71,23.25,1.3,30.25,0.43,1
187,46750,45.25,0.43,18.25,0.43,21.0,0.0,5
113,28250,43.5,4.97,16.5,2.69,19.5,2.69,3
435,108750,25.33,3.4,11.33,2.49,20.0,1.58,3
407,101750,32.25,3.9,15.25,2.77,20.5,1.12,6
253,63250,30.0,0.0,11.25,0.83,13.5,0.5,0
18,4500,39.25,0.43,5.25,0.43,17.0,0.71,2
431,107750,32.33,2.62,19.75,3.03,16.67,6.13,6
473,118250,35.5,2.5,14.5,2.5,15.0,0.71,6
378,94500,45.0,0.0,25.5,1.12,37.0,0.71,1
340,85000,37.75,1.3,9.25,2.86,21.0,0.0,5
217,54250,34.25,6.26,14.25,2.49,19.5,2.69,3
71,17750,45.0,0.0,16.0,1.0,15.5,1.12,4
287,71750,39.67,0.94,14.0,0.0,0.0,0.0,2
363,90750,28.0,0.71,20.25,0.83,19.0,1.41,5
282,70500,49.25,0.83,20.25,0.83,19.0,0.71,5
312,78000,40.75,1.3,11.0,3.74,9.67,0.94,4
476,119000,44.25,0.43,18.75,0.43,3.0,0.0,5
191,47750,35.0,3.16,12.25,3.63,12.75,1.3,6
193,48250,27.0,0.0,12.25,1.48,12.25,1.09,2
116,29000,29.25,0.43,20.25,0.83,17.25,0.83,0
395,98750,39.5,0.5,6.0,1.41,13.67,1.25,2
368,92000,42.25,0.43,18.0,0.0,17.75,0.43,5
126,31500,45.0,0.0,14.5,0.87,23.5,0.5,5
283,70750,48.0,0.0,1.0,0.0,9.0,0.0,2
32,8000,33.75,2.49,15.5,2.18,8.25,5.12,6
294,73500,42.33,0.47,22.67,0.47,32.0,0.0,1
202,50500,36.5,3.91,16.0,3.94,17.5,1.66,3
341,85250,37.0,0.82,4.33,1.7,21.25,0.43,5
71,17750,39.75,0.43,6.75,0.43,11.25,0.83,2
72,18000,35.75,3.34,18.0,5.72,21.75,1.3,6
474,118500,37.75,1.3,13.75,7.22,20.0,1.22,3
326,81500,42.0,0.0,17.75,0.43,17.0,0.82,5
129,32250,44.83,0.37,18.33,1.25,36.5,0.5,1
363,90750,39.33,0.47,5.75,0.43,8.0,0.82,2
240,60000,42.33,0.47,17.75,0.43,31.67,0.47,1
421,105250,30.75,10.47,8.75,4.26,16.5,4.33,3
6,1500,41.75,2.17,17.0,2.83,12.5,2.6,3
145,36250,44.67,0.47,17.0,0.82,14.5,3.57,2
227,56750,39.5,4.5,18.75,2.49,14.75,6.57,3
352,88000,47.67,0.47,12.0,0.0,16.0,0.82,4
360,90000,31.0,5.1,11.67,2.05,18.67,3.3,6
135,33750,24.75,6.5,17.0,3.74,31.0,1.41,0
184,46000,39.75,1.3,12.25,4.66,18.75,3.7,3
371,92750,41.25,1.3,17.0,0.0,18.33,0.47,6
45,11250,40.67,0.94,18.33,0.47,6.0,0.82,4
106,26500,33.5,1.5,18.5,2.87,14.25,3.34,3
8,2000,45.0,0.0,15.25,0.83,21.0,0.0,5
306,76500,36.33,2.49,14.0,1.22,15.0,5.72,3
232,58000,21.0,0.0,17.5,3.5,9.33,2.05,0
468,117000,27.0,0.0,15.0,0.0,4.25,0.83,0
144,36000,42.0,0.0,20.5,0.5,36.0,0.0,1
434,108500,45.0,0.0,20.25,0.43,14.5,0.5,4
384,96000,44.2,0.4,15.0,0.0,16.83,1.07,4
271,67750,38.33,0.94,9.67,0.47,15.0,0.0,5
111,27750,45.0,0.0,20.0,0.71,10.25,1.3,4
396,99000,42.75,0.83,15.0,0.0,22.0,0.71,1
243,60750,36.67,0.94,26.0,1.41,34.5,1.5,1
51,12750,45.0,0.0,19.0,0.0,14.0,1.0,4
5,1250,36.0,5.61,12.25,2.28,19.25,2.68,3
403,100750,42.75,0.43,19.0,0.71,36.0,0.0,1
303,75750,44.5,0.5,6.67,3.86,6.5,1.66,4
337,84250,41.33,0.47,12.67,0.47,7.5,1.5,4
305,76250,40.25,0.83,12.0,0.0,1.0,0.0,2
182,45500,41.5,0.5,15.25,0.43,36.0,0.0,1
475,118750,27.0,0.0,14.0,0.0,6.5,0.5,0
410,102500,42.5,0.5,14.0,0.0,5.33,1.25,4
121,30250,45.0,0.0,18.25,0.43,20.75,0.43,5
478,119500,35.25,1.3,16.0,0.82,16.33,3.09,6
250,62500,39.5,0.5,22.0,2.12,36.25,0.43,1
384,96000,46.0,0.71,18.5,1.5,20.5,0.87,5
315,78750,44.75,0.43,18.25,0.43,15.5,1.12,4
385,96250,44.0,0.0,20.0,0.71,20.5,0.5,5
181,45250,42.0,0.0,21.0,0.0,35.25,1.3,1
96,24000,45.0,0.0,18.0,0.0,13.33,1.25,5
145,36250,45.5,0.5,16.5,1.12,22.5,0.5,5
185,46250,30.0,0.0,20.5,0.5,18.0,0.0,5
222,55500,36.0,0.0,14.75,2.95,18.33,3.68,3
231,57750,21.0,0.0,17.25,1.79,12.75,2.49,0
143,35750,42.0,0.0,20.75,0.43,33.75,1.3,1
419,104750,26.5,0.5,21.0,0.0,20.33,0.47,0
330,82500,35.0,1.41,20.25,3.34,16.0,2.45,6
5,1250,36.0,0.0,10.25,1.09,16.0,0.71,5
232,58000,30.5,3.57,12.75,4.49,22.5,2.6,3
247,61750,45.5,0.5,17.5,0.5,20.25,0.83,4
424,106000,38.25,4.66,14.75,5.31,11.75,3.49,3
186,46500,26.67,3.77,22.5,1.5,10.0,4.32,0
41,10250,43.33,0.94,23.5,0.5,33.0,0.0,1
325,81250,22.67,0.47,21.0,0.82,21.75,0.83,0
406,101500,30.0,0.0,5.0,2.24,6.75,0.43,2
248,62000,44.33,0.47,1.0,0.0,13.5,1.12,4
439,109750,44.5,0.5,18.25,0.43,12.0,0.71,4
75,18750,48.0,0.0,6.0,0.0,4.5,1.12,2
186,46500,32.5,0.5,20.5,0.87,18.25,0.43,5
429,107250,43.0,0.71,12.33,0.47,24.0,0.0,1
409,102250,29.33,6.55,16.5,1.5,15.5,2.5,6
9,2250,46.5,0.5,12.0,0.0,19.33,1.25,4
53,13250,43.0,0.71,15.5,0.5,15.0,0.0,4
260,65000,35.67,8.01,14.5,1.5,17.25,2.95,3
121,30250,45.67,0.47,15.0,0.0,18.0,0.0,4
106,26500,43.33,0.94,24.0,0.0,36.0,0.0,1
479,119750,45.0,0.0,4.75,2.49,21.0,0.0,5
427,106750,36.0,5.61,14.75,8.76,15.75,1.48,3
259,64750,45.0,0.0,21.75,0.83,33.75,1.3,1
28,7000,35.75,3.9,19.0,2.12,17.75,2.49,6
449,112250,45.0,0.0,18.5,0.5,12.0,0.0,4
322,80500,32.75,0.43,18.5,0.87,14.0,1.0,0
253,63250,36.0,2.45,20.0,2.92,16.0,5.1,3
26,6500,43.75,0.43,24.0,0.0,33.0,0.0,1
229,57250,38.5,0.87,15.5,0.5,13.0,0.71,4
197,49250,38.67,0.47,14.33,0.94,18.5,2.29,6
82,20500,45.25,0.43,18.33,0.47,15.0,0.0,4
78,19500,34.0,1.73,17.5,2.69,12.0,0.0,3
165,41250,43.5,0.5,20.0,0.0,11.25,0.43,5
403,100750,45.25,0.43,20.0,0.0,14.5,0.5,4
223,55750,37.0,1.73,18.5,1.5,25.5,0.87,6
253,63250,43.67,0.47,18.5,0.87,32.0,0.0,1
24,6000,45.25,0.43,18.5,0.5,10.33,0.94,5
438,109500,36.0,0.0,19.75,3.49,19.5,1.5,6
84,21000,33.0,0.0,21.33,2.49,7.0,1.0,6
296,74000,45.5,0.5,18.0,0.0,12.25,0.43,4
479,119750,35.5,4.61,16.25,2.05,15.67,1.7,6
31,7750,39.0,0.0,12.33,2.49,28.0,0.71,1
283,70750,44.67,0.47,9.5,1.5,9.0,1.87,4
101,25250,43.5,0.5,20.75,0.43,10.0,1.22,5
111,27750,39.25,1.79,7.67,2.05,8.67,3.4,6
31,7750,19.75,0.43,21.25,0.43,25.75,0.43,0
109,27250,42.5,0.5,18.33,3.09,35.0,1.41,1
117,29250,36.5,0.5,5.5,1.5,19.0,0.82,5
200,50000,39.33,0.47,3.25,0.83,14.33,0.47,2
136,34000,39.75,0.83,20.0,0.71,14.25,1.09,4
31,7750,44.5,0.5,21.0,0.0,10.0,1.22,4
73,18250,33.67,1.7,12.67,5.91,17.25,2.77,3
282,70500,21.0,0.0,23.75,0.43,23.0,1.58,0
448,112000,26.0,4.64,10.75,3.83,19.5,2.96,3
310,77500,45.0,0.0,16.5,0.5,18.67,0.47,5
319,79750,41.5,0.5,18.0,0.0,28.67,0.47,1
184,46000,34.5,1.66,19.25,2.68,19.0,3.67,6
235,58750,27.25,2.17,10.0,3.56,14.33,3.3,1
233,58250,41.9,0.3,13.0,0.95,29.64,0.48,1
187,46750,36.0,0.0,4.5,2.5,17.67,0.47,4
26,6500,39.67,0.47,3.0,0.0,17.33,0.47,2
232,58000,42.5,0.5,11.0,1.22,24.0,0.0,1
459,114750,36.0,2.12,21.0,5.79,14.0,4.42,6
361,90250,44.75,0.43,19.75,1.64,15.75,3.03,3
82,20500,45.0,0.0,11.67,0.47,15.0,0.0,5
454,113500,45.0,0.0,23.5,0.5,34.5,1.5,1
395,98750,39.25,0.43,6.25,0.43,17.25,0.83,2
387,96750,44.5,0.5,24.0,0.0,30.0,0.0,1
168,42000,36.0,2.12,18.0,4.3,21.33,2.05,6
386,96500,39.75,0.83,14.75,0.43,32.5,0.5,1
430,107500,42.75,0.83,12.0,0.0,23.5,0.5,1
72,18000,29.25,1.3,4.67,2.87,9.5,1.5,2
430,107500,41.0,1.22,12.75,3.9,20.75,0.43,6
103,25750,27.75,0.43,21.0,0.0,17.33,0.47,0
57,14250,41.0,3.67,21.25,1.09,16.0,2.12,3
283,70750,39.5,5.41,13.0,2.74,10.5,2.6,3
326,81500,36.5,0.87,15.25,1.79,18.0,0.0,5
54,13500,35.75,7.15,10.67,5.79,20.0,4.08,3
342,85500,40.5,3.2,15.5,4.15,18.5,2.69,6
72,18000,29.75,0.43,22.25,0.83,14.75,1.09,0
256,64000,39.5,0.5,4.67,0.47,17.67,0.47,2
354,88500,29.5,0.5,0.0,0.0,0.0,0.0,2
292,73000,36.0,0.0,27.5,0.5,9.5,6.5,6
445,111250,35.25,1.3,15.0,0.71,17.25,0.83,5
128,32000,46.0,0.71,15.75,0.43,18.5,0.5,4
217,54250,29.0,1.0,19.25,1.3,14.5,1.5,5
227,56750,30.0,0.0,15.75,1.3,14.25,0.83,0
329,82250,39.0,0.0,19.0,1.73,37.0,0.71,1
182,45500,43.67,0.47,18.0,0.0,23.75,0.43,0
429,107250,40.33,1.25,15.0,0.0,8.0,1.87,4
258,64500,38.0,1.0,9.25,0.43,17.0,0.71,5
429,107250,42.0,0.0,18.33,0.47,30.0,0.0,1
112,28000,37.33,1.25,15.67,1.89,27.0,0.0,1
166,41500,30.0,0.0,17.67,2.36,21.5,1.12,5
410,102500,44.0,0.0,21.0,0.0,21.0,0.0,5
13,3250,27.67,0.47,12.0,0.0,18.67,0.47,0
424,106000,45.0,0.0,23.0,1.41,18.5,0.5,5
422,105500,45.0,0.0,15.75,2.49,32.75,0.43,1
5,1250,34.5,4.97,16.75,3.96,16.25,3.03,6
366,91500,36.0,0.0,11.33,0.47,20.33,0.94,4
152,38000,36.0,0.0,23.0,0.82,19.67,2.36,6
287,71750,34.75,6.53,16.25,4.92,18.5,6.18,6
357,89250,42.25,2.17,15.0,2.83,19.5,1.5,6
192,48000,34.0,3.67,14.33,3.3,19.5,5.02,3
387,96750,31.25,5.17,16.0,2.92,11.33,0.94,1
130,32500,38.25,6.83,17.5,0.5,15.25,6.61,1
221,55250,38.33,0.94,6.5,1.12,18.0,0.0,5
389,97250,33.0,0.0,12.0,0.0,20.5,0.5,0
475,118750,43.0,0.71,9.5,2.18,30.25,0.43,1
194,48500,44.5,0.5,15.25,0.43,13.25,1.09,4
436,109000,43.67,0.47,18.0,0.0,36.0,0.0,1
384,96000,36.67,0.94,11.67,1.25,21.25,0.43,5
11,2750,35.5,7.09,12.5,0.87,13.75,4.66,3
42,10500,31.75,6.83,14.67,1.7,18.25,2.68,6
191,47750,21.5,5.5,12.0,3.0,17.75,5.8,3
15,3750,31.25,3.42,14.75,4.97,17.0,1.73,6
404,101000,35.0,5.62,16.2,3.06,19.25,2.49,3
314,78500,40.0,0.0,9.0,0.0,11.0,0.0,2
181,45250,45.0,0.0,16.0,0.0,22.5,0.5,5
434,108500,39.5,0.5,11.5,0.87,2.5,0.5,2
102,25500,40.0,2.83,14.33,3.3,12.75,5.8,6
437,109250,45.0,0.0,20.0,0.0,14.67,0.47,4
73,18250,45.5,0.5,12.0,0.0,14.25,1.09,5
119,29750,26.5,0.5,3.0,0.0,21.33,0.47,0
33,8250,34.0,3.74,14.67,6.34,16.25,2.68,6
354,88500,37.33,4.99,8.0,1.41,14.0,2.16,3
212,53000,28.0,0.0,5.25,0.43,9.25,0.43,2
